Current_Customer,CompanyID,Founded_Year,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
Y,28426904,1985,8971,$5 mil. - $10 mil.,726,134,331,37,16,Employees.10to19,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,16086493,Private,,Yes,7-Feb-23,0,0,,,,,Syracuse,New York,13202,United States,6,
Y,539738219,1999,161483,$100 mil. - $250 mil.,21154,1614,5490,1916,1100,Employees.1000to4999,0,0,8011,801,80;801;8011,621111,62111,62;621;6211;62111;621111,Hospitals & Physicians Clinics,,Hospitals & Physicians Clinics,Physicians Clinics,hospitals,,15987582,Private,B2C,Yes,23-Dec-22,0,0,,,,,Metairie,Louisiana,70002,United States,1,
Y,371531285,1972,16826,$10 mil. - $25 mil.,1295,168,790,213,61,Employees.50to99,0,19.6,3993,399,39;399;3993,339950,334419,33;339;3399;33995;339950;334;3344;33441;334419,Construction,,Construction;Manufacturing,Industrial Machinery & Equipment,construction,,3149213,Private,B2B,Yes,22-Nov-22,0,0,,,,,Saint Joseph,Missouri,64501,United States,6,
Y,356103192,2012,5309,$5 mil. - $10 mil.,414,39,286,46,20,Employees.20to49,0,25,1382,138,13;138;1382,213112,21311,21;213;2131;21311;213112,"Energy, Utilities & Waste",,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,,5621686,Private,B2B,Yes,25-Sep-23,0,0,,,,,New York City,New York,10011,United States,5,
Y,347009068,1986,4042,$1 mil. - $5 mil.,311,40,189,39,17,Employees.10to19,0,0,8042,804,73;737;80;804;8042,621320,62132,51;518;5182;62;621;6213;62132;621320,Business Services,,Business Services;Hospitals & Physicians Clinics,Medical Specialists;Information & Document Management,bizservice,,,Private,,No,,0,0,,,,,Cincinnati,Ohio,45202,United States,1,
Y,50975877,1952,5978,$5 mil. - $10 mil.,484,89,221,70,25,Employees.20to49,-3.8,38.9,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,768607,Private,B2B,Yes,27-Sep-22,0,0,,,,,Breckenridge,Missouri,64625,United States,4,
Y,37863465,1986,4750,$1 mil. - $5 mil.,617,47,251,91,26,Employees.20to49,0,0,3663,366,36;366;3663,334220,33422,33;334;3342;33422;334220,Media & Internet,,Media & Internet;Manufacturing,Telecommunication Equipment,media,,1177332,Private,B2B,Yes,1-Dec-22,150,150,Debt,3-May-20,PPP,PPP,Mount Laurel,New Jersey,8054,United States,2,
Y,8306975,1984,2320,$1 mil. - $5 mil.,299,23,64,14,6,Employees.5to9,0,0,7375,737,73;737;7375;48,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,B2B,Yes,15-May-22,0,0,,,,,Pasadena,Texas,77505,United States,2,
Y,346032199,2009,4553,$1 mil. - $5 mil.,368,68,168,41,18,Employees.10to19,12.5,12.5,4899,489,48;489;4899,517919,517810,51;517;5178;51781;517810;5179;51791;517919,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,6955770,Private,B2B,Yes,14-Jun-22,150,150,Debt,4-Apr-20,PPP,PPP,Springfield,Missouri,65807,United States,3,
Y,2080787,1976,1165,$1 mil. - $5 mil.,89,11,54,19,7,Employees.5to9,0,0,5112,511,51;511;5112,424120,42412,42;424;4241;42412;424120,Business Services,,Business Services;Retail,Commercial Printing;Office Products Retail & Distribution,bizservice,,,Private,B2B,Yes,29-Jun-21,110,110,Debt,23-Jan-21,PPP,PPP,Kansas City,Missouri,64108,United States,1,
Y,986585,1996,4954,$1 mil. - $5 mil.,648,49,173,69,30,Employees.20to49,42.9,50,7374,7373,73;737;7373;7374,541513,541512,54;541;5415;54151;541512;51;518;5182;51821;518210;541513,Business Services,,Business Services,Custom Software & IT Services,bizservice,,10699969,Private,B2B,Yes,21-Jun-22,350,350,Debt,6-Apr-20,PPP,PPP,Clayton,Missouri,63124,United States,6,Yes
Y,10600958,1999,11196,$10 mil. - $25 mil.,1365,111,223,200,47,Employees.20to49,0,0,3572,357,35;357;3572,541511,334112,33;334;3341;33411;334112;54;541;5415;54151;541511,Manufacturing,Computer Equipment & Peripherals,Manufacturing,Computer Equipment & Peripherals,mfg,mfg.computers,12218469,Private,B2B,Yes,24-Mar-21,0,0,,,,,Itasca,Illinois,60143,United States,11,Yes
Y,1127729591,1995,3252,$1 mil. - $5 mil.,263,48,120,41,18,Employees.10to19,0,0,4813,481,48;481;4813,517810,445299,51;517;5178;51781;517810;44;445;4452;44529;445299,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,3533523,Private,B2B,Yes,15-Jun-22,0,0,,,,,Colchester,Illinois,62326,United States,3,
Y,72188869,1999,3401,$1 mil. - $5 mil.,265,25,183,30,13,Employees.10to19,0,0,7291,729,72;729;7291,541213,54121,54;541;5412;54121;541213,Business Services,Accounting Services,Business Services,Accounting Services,bizservice,bizservice.accounting,148594,Private,B2B,Yes,19-Jul-23,0,0,,,,,Saint Joseph,Missouri,64501,United States,2,
Y,24775647,1998,4089,$1 mil. - $5 mil.,331,61,151,94,41,Employees.20to49,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,2676590,Private,B2C,Yes,8-Jun-22,350,350,Debt,4-Apr-20,PPP,PPP,Taylorville,Illinois,62568,United States,4,
Y,398108650,2013,2941,$1 mil. - $5 mil.,385,29,108,32,14,Employees.10to19,0,0,7389,7379,73;737;7374;7371;7372;7376;738;7389;7379,541519,541513,54;541;5415;54151;541511;51;518;5182;51821;518210;541519;541513;513;5132;51321;513210,Software,Networking Software,Software,Networking Software,software,software.network,748426,Private,B2B,Yes,16-Jun-22,358,208,Debt,30-Mar-21,PPP,PPP;PPP,Blue Bell,Pennsylvania,19422,United States,3,
Y,357451469,2007,4447,$1 mil. - $5 mil.,360,66,164,37,16,Employees.10to19,0,23.1,4812,481,48;481;4812,517312,517112,51;517;5171;51711;517112;5173;51731;517312,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,1006255,Private,B2B,Yes,21-Aug-19,0,0,,,,,Topeka,Kansas,66611,United States,4,
Y,44583978,2013,1543,$1 mil. - $5 mil.,202,15,54,18,8,Employees.5to9,0,0,7379,738,73;737;7379;738,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,,Private,B2B,Yes,3-Sep-21,0,0,,,,,Murfreesboro,Tennessee,37129,United States,2,
Y,368816466,2014,2811,$1 mil. - $5 mil.,227,42,104,21,9,Employees.5to9,0,0,7375,737,73;737;7375,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,16613965,Private,B2B,Yes,7-Oct-19,150,150,Debt,11-Apr-20,PPP,PPP,Baldwin City,Kansas,66006,United States,2,Yes
Y,575162,1994,3946,$1 mil. - $5 mil.,516,39,138,41,18,Employees.10to19,5.9,-10,7379,737,73;737;7379,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,16183827,Private,B2B,Yes,16-Jun-22,0,0,,,,,St. Louis,Missouri,63144,United States,4,
Y,348058664,1988,7972,$5 mil. - $10 mil.,621,59,430,67,29,Employees.20to49,0,16,6282,628,62;628;6282,523940,523920,52;523;5239;52394;523940;52392;523920,Finance,,Finance,Investment Banking,finance,,14426763,Private,B2B,Yes,13-Apr-23,350,350,Debt,14-Apr-20,PPP,PPP,Houston,Texas,77010,United States,1,
Y,372121937,1933,22061,$10 mil. - $25 mil.,1720,165,1191,110,48,Employees.20to49,0,0,7389,7322,73;732;7322;738;7389,561440,56144,56;561;5614;56144;561440,Finance,,Finance;Business Services,Debt Collection,finance,,20285765,Private,B2C,Yes,2-Aug-23,350,350,Debt,14-Apr-20,PPP,PPP,Tucson,Arizona,85716,United States,5,
Y,7327933,2005,4435,$1 mil. - $5 mil.,359,66,164,49,14,Employees.10to19,0,0,3732,3663,37;373;3732;36;366;3663,336612,334220,33;336;3366;33661;336612;334;3342;33422;334220,Telecommunications,Cable & Satellite,Telecommunications;Manufacturing,Cable & Satellite;Boats & Submarines,telecom,telecom.cable,14097195,Private,,Yes,31-Jul-20,0,0,,,,,Phoenix,Maryland,21131,United States,3,
Y,358761696,2005,7257,$5 mil. - $10 mil.,587,108,268,69,30,Employees.20to49,0,15.4,4812,481,48;481;4812,517810,515210,51;517;5178;51781;517810;515;5152;51521;515210,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,1439068,Private,B2B,Yes,13-Jul-23,0,0,,,,,Northport,Alabama,35473,United States,4,
Y,357922436,2011,5618,$5 mil. - $10 mil.,455,84,207,48,21,Employees.20to49,0,5,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,1788973,Private,B2C,Yes,27-Feb-23,1015,1015,Private Equity,7-Oct-14,,,Emporia,Kansas,66801,United States,1,Yes
Y,47563467,,91592,$50 mil. - $100 mil.,11998,915,3205,979,407,Employees.250to499,0,-12.3,7373,737,73;737;7373,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,,Private,B2B,Yes,26-May-22,2000,2000,Debt,27-Apr-20,PPP,PPP,,,,,,
Y,480086,2001,3979,$1 mil. - $5 mil.,322,59,147,38,11,Employees.10to19,0,0,3571,357,35;357;3571,334111,33411,33;334;3341;33411;334111,Manufacturing,Computer Equipment & Peripherals,Manufacturing,Computer Equipment & Peripherals,mfg,mfg.computers,12328597,Private,B2B,Yes,21-Aug-19,0,0,,,,,,,,United States,,
Y,43698125,1999,3500,$1 mil. - $5 mil.,283,52,129,57,25,Employees.20to49,0,0,6719,4813,67;671;6719;48;481;4813,551112,517311,51;517;5171;51711;517111;55;551;5511;55111;551112;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,651940,Private,B2C,Yes,6-Sep-23,350,350,Debt,7-Apr-20,PPP,PPP,Buhler,Kansas,67522,United States,11,
Y,409559741,2013,4258,$1 mil. - $5 mil.,344,63,157,25,11,Employees.10to19,0,0,7375,737,73;737;7375,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,188523,Private,B2C,Yes,28-Apr-22,0,0,,,,,Kanata,Ontario,K2K 2A3,Canada,2,
Y,363774838,2005,2077,$1 mil. - $5 mil.,168,31,76,27,12,Employees.10to19,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,,Private,B2B,Yes,20-Jun-22,85,85,Debt,26-Mar-21,PPP,PPP,Tampa,Florida,33603,United States,2,
Y,24609912,2007,4220,$1 mil. - $5 mil.,552,42,147,37,16,Employees.10to19,-5.9,-5.9,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Business Services,,Business Services,Custom Software & IT Services,bizservice,,,Private,B2C,Yes,2-May-22,150,150,Debt,16-Apr-20,PPP,PPP,St. Louis,Missouri,63101,United States,2,Yes
Y,458078443,2003,10383,$10 mil. - $25 mil.,1360,103,363,84,30,Employees.20to49,36.4,150,7373,737,73;737;7373,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,6509846,Private,B2B,Yes,12-May-22,350,350,Debt,4-Apr-20,PPP,PPP,Kansas City,Missouri,64108,United States,1,
Y,344958910,1976,4433,$1 mil. - $5 mil.,580,44,150,27,12,Employees.10to19,0,0,8052,6531,65;653;6531;80;805;8052,623110,62311,53;531;5312;62;623;6231;62311;623110,Real Estate,,Real Estate;Healthcare Services,Elderly Care Services,realestate,,971010,Private,B2B,Yes,28-Nov-22,0,0,,,,,Orange,Texas,77630,United States,9,Yes
Y,66504682,1996,4092,$1 mil. - $5 mil.,331,61,151,44,19,Employees.10to19,5.6,46.2,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,16066873,Private,,Yes,26-Dec-22,0,0,,,,,Pleasant Hill,Missouri,64080,United States,1,
Y,346375656,2003,4609,$1 mil. - $5 mil.,603,46,156,48,17,Employees.10to19,0,0,8011,801,80;801;8011,621111,62111,62;621;6211;62111;621111,Hospitals & Physicians Clinics,,Hospitals & Physicians Clinics,Physicians Clinics,hospitals,,,Private,B2C,Yes,8-Dec-21,150,150,Debt,8-Apr-20,PPP,PPP,Knoxville,Tennessee,37923,United States,11,
Y,60393187,2000,4252,$1 mil. - $5 mil.,552,42,225,48,21,Employees.20to49,0,0,4911,491,49;491;4911,221122,22112,22;221;2211;22112;221122,Telecommunications,Cable & Satellite,"Telecommunications;Energy, Utilities & Waste","Cable & Satellite;Electricity, Oil & Gas",telecom,telecom.cable,14691954,Private,,No,,0,0,,,,,Vinita,Oklahoma,74301,United States,1,
Y,346650256,2012,1831,$1 mil. - $5 mil.,148,27,67,11,5,Employees.5to9,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,,Yes,27-May-22,0,0,,,,,Bloomington,Illinois,61702,United States,2,
Y,347952499,2014,4108,$1 mil. - $5 mil.,538,41,151,25,11,Employees.10to19,0,0,7373,737,73;737;7373,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,19976717,Private,B2B,Yes,15-Oct-19,0,0,,,,,Naperville,Illinois,60564,United States,5,
Y,347030984,2005,973,"$500,000 - $1 mil.",127,9,34,14,6,Employees.5to9,0,0,7379,737,73;737;7379,541519,54151,54;541;5415;54151;541519,Business Services,,Business Services,Custom Software & IT Services,bizservice,,,Private,B2B,Yes,12-Apr-22,0,0,,,,,Marlton,New Jersey,8053,United States,3,
Y,41865924,2013,1048,$1 mil. - $5 mil.,84,15,38,14,6,Employees.5to9,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,B2B,Yes,4-Oct-19,0,0,,,,,Key West,Florida,33040,United States,5,
Y,347178112,2008,3911,$1 mil. - $5 mil.,512,39,144,46,20,Employees.20to49,0,0,7372,737,73;737;7372,513210,511210,51;513;5132;51321;513210;511;5112;51121;511210,Software,Healthcare Software,Software,Healthcare Software,software,software.health,6060580,Private,B2B,Yes,15-Mar-23,150,150,Debt,7-Apr-20,PPP,PPP,Eudora,Kansas,66025,United States,1,
Y,2361221,2012,1318,$1 mil. - $5 mil.,106,19,48,11,5,Employees.5to9,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,,Yes,20-May-22,0,0,,,,,Stuart,Florida,34994,United States,3,
Y,358511632,2014,19896,$10 mil. - $25 mil.,1611,298,736,112,49,Employees.20to49,0,0,8744,874,87;874;8744;73;737;738,561210,56121,56;561;5612;56121;561210,Business Services,,Business Services,Facilities Management & Commercial Cleaning,bizservice,,3303838,Private,B2B,Yes,3-Oct-19,0,0,,,,,Ruston,Louisiana,71273,United States,5,
Y,346097446,2009,2633,$1 mil. - $5 mil.,302,26,68,48,21,Employees.20to49,0,0,8748,7941,79;794;7941;87;874;8748;73;737;738,713990,711320,71;711;7113;71132;711320;713;7139;71399;713990,Business Services,,Business Services,Management Consulting,bizservice,,18865742,Private,,No,,0,0,,,,,Washington,District of Columbia,20036,United States,5,
Y,31492511,2004,5909,$5 mil. - $10 mil.,454,59,277,23,10,Employees.10to19,0,0,7389,738,73;738;7389,541930,54193,54;541;5419;54193;541930,Business Services,,Business Services,Translation & Linguistic Services,bizservice,,21231329,Private,B2C,Yes,14-Nov-19,0,0,,,,,London,Greater London,WC2N 4JF,United Kingdom,4,
Y,395433627,2003,1212,$1 mil. - $5 mil.,98,18,44,11,5,Employees.5to9,0,0,4812,481,48;481;4812,517312,517112,51;517;5171;51711;517112;5173;51731;517312,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,,Private,B2B,Yes,8-Jun-22,57,57,Debt,20-Jan-21,PPP,PPP,Kansas City,Missouri,64158,United States,2,
Y,481308494,2018,1732,$1 mil. - $5 mil.,133,17,81,23,10,Employees.10to19,0,0,8732,873,87;873;8732,541910,54191,54;541;5419;54191;541910,Business Services,Advertising & Marketing,Business Services,Advertising & Marketing,bizservice,bizservice.marketing,,Private,,No,,0,0,,,,,,,,,,
Y,348444916,2009,948,"$500,000 - $1 mil.",124,9,33,11,5,Employees.5to9,0,0,7379,737,73;737;7379,541519,54151,54;541;5415;54151;541519,Business Services,,Business Services,Custom Software & IT Services,bizservice,,,Private,B2B,Yes,15-Jun-22,0,0,,,,,Pennington,New Jersey,8534,United States,3,Yes
Y,369901924,1986,3191,$1 mil. - $5 mil.,258,47,118,30,13,Employees.10to19,0,0,7622,762,76;762;7622,811213,811210,81;811;8112;81121;811210;811213,Consumer Services,,Consumer Services,Repair Services,consumerservices,,,Private,B2B,Yes,20-Nov-20,0,0,,,,,Norman,Oklahoma,73026,United States,2,
Y,464393491,2015,4519,$1 mil. - $5 mil.,366,67,167,44,19,Employees.10to19,0,0,4841,484,48;484;4841,516210,515210,51;516;5162;51621;516210;515;5152;51521;515210,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,3308046,Private,B2B,Yes,14-Jan-22,0,0,,,,,Philadelphia,Pennsylvania,19125,United States,2,
Y,356937887,2003,3776,$1 mil. - $5 mil.,305,56,139,25,11,Employees.10to19,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,3378611,Private,B2C,Yes,25-May-22,0,0,,,,,Salisbury,Missouri,65281,United States,3,
Y,371692234,2002,3046,$1 mil. - $5 mil.,246,45,112,16,7,Employees.5to9,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,2971456,Private,B2C,Yes,14-Jul-23,0,0,,,,,Conshohocken,Pennsylvania,19428,United States,2,
Y,2048323,1988,17955,$10 mil. - $25 mil.,2064,179,843,62,27,Employees.20to49,0,0,6531,653,65;653;6531,541618,531210,54;541;5416;54161;541618;53;531;5312;53121;531210,Business Services,,Business Services;Real Estate,Management Consulting,bizservice,,5046419,Private,B2B,Yes,31-Mar-22,556,206,Debt,10-Mar-21,PPP,PPP;PPP,Philadelphia,Pennsylvania,19103,United States,11,
Y,345602222,1999,1284,$1 mil. - $5 mil.,166,12,68,14,6,Employees.5to9,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,,Private,B2C,Yes,22-Feb-23,67,67,Debt,11-Feb-21,PPP,PPP,Overland Park,Kansas,66210,United States,1,
Y,352939663,2007,3637,$1 mil. - $5 mil.,476,36,134,30,13,Employees.10to19,0,0,7371,738,73;737;7371;738,541511,54151,54;541;5415;54151;541511,Business Services,,Business Services,Custom Software & IT Services,bizservice,,12955143,Private,B2B,Yes,24-Nov-21,0,0,,,,,Houston,Texas,77042,United States,2,
Y,355685503,2003,2230,$1 mil. - $5 mil.,292,22,78,27,12,Employees.10to19,0,0,7373,7371,73;737;7373;7371,541512,541511,54;541;5415;54151;541511;541512,Business Services,Custom Software & IT Services,Business Services;Software,Custom Software & IT Services;Customer Relationship Management (CRM) Software,bizservice,bizservice.techconsulting,13371844,Private,B2B,Yes,6-Jun-22,150,150,Debt,14-Apr-20,PPP,PPP,Kansas City,Missouri,64108,United States,4,
Y,18059723,2012,1211,$1 mil. - $5 mil.,98,18,44,14,6,Employees.5to9,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,B2B,Yes,21-Aug-19,0,0,,,,,Fenton,Missouri,63026,United States,2,
Y,449909523,,923,"$500,000 - $1 mil.",120,9,32,11,5,Employees.5to9,0,0,7373,737,73;737;7373,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,,Private,B2B,Yes,17-Sep-20,0,0,,,,,Chester,Pennsylvania,19016,United States,,
Y,356789339,2009,41233,$25 mil. - $50 mil.,5360,412,2185,181,80,Employees.50to99,0,0,8742,7313,48;484;4841;73;731;7313;27;274;2741;483;4833;87;874;8742,541840,541613,51;516;5162;51621;516210;54;541;5418;54184;541840;5161;51612;5416;54161;541613;515;5151;51512;515120,Business Services,Advertising & Marketing,Business Services;Media & Internet,Advertising & Marketing;Broadcasting,bizservice,bizservice.marketing,1664448,Private,B2B,Yes,25-Jul-22,237179,100000,Private Equity,21-May-12,The Carlyle Group;Bank of America Merrill Lynch;Silicon Valley Bank,Columbia Capital;Novak Biddle Venture Partners;Columbia Capital;Novak Biddle Venture Partners;Valhalla Partners;Pioneer Venture Partners;The Carlyle Group;Bank of America Merrill Lynch;Silicon Valley Bank;QED Investors,Burbank,California,91505,United States,10,
Y,346699408,1999,4504,$1 mil. - $5 mil.,590,45,166,41,18,Employees.10to19,0,0,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Media & Internet,Data Collection & Internet Portals,Media & Internet,Data Collection & Internet Portals,media,media.data,6612457,Private,B2B,Yes,15-Mar-22,0,0,,,,,Houston,Texas,77056,United States,2,
Y,129958172,2001,1583,$1 mil. - $5 mil.,94,15,39,16,7,Employees.5to9,0,0,4213,421,42;421;4213,484230,48423,48;484;4842;48423;484230,Transportation,Freight & Logistics Services,Transportation,Freight & Logistics Services,transportation,transportation.freight,,Private,B2B,Yes,3-Jun-22,0,0,,,,,Omaha,Nebraska,68144,United States,2,
Y,396037566,2004,4268,$1 mil. - $5 mil.,345,64,157,23,10,Employees.10to19,0,0,4812,481,48;481;4812,517312,517112,51;517;5171;51711;517112;5173;51731;517312,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,17341550,Private,B2C,Yes,11-Nov-21,150,150,Debt,28-Apr-20,PPP,PPP,Lockhart,Texas,78644,United States,2,
Y,372021714,,1389,$1 mil. - $5 mil.,112,20,51,7,3,Employees.1to4,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,,Private,,Yes,9-Jun-22,0,0,,,,,Ava,Illinois,62907,United States,1,
Y,369784430,2012,5315,$5 mil. - $10 mil.,696,53,186,34,15,Employees.10to19,0,0,7379,737,73;737;7379,541519,54151,54;541;5415;54151;541519,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,,Private,,Yes,21-Aug-19,0,0,,,,,Springfield,Missouri,65809,United States,2,
Y,482494619,,1261,$1 mil. - $5 mil.,102,18,46,14,6,Employees.5to9,0,0,4813,481,48;481;4813,517311,517121,51;517;5171;51711;517111;51712;517121;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,10394370,Private,,Yes,16-Mar-21,0,0,,,,,Joplin,Missouri,64801,United States,1,
Y,346804740,2000,1646,$1 mil. - $5 mil.,215,16,60,16,7,Employees.5to9,0,0,7379,737,73;737;7379,541512,54151,54;541;5415;54151;541512,Software,,Software;Business Services,Custom Software & IT Services,software,,,Private,,Yes,17-Apr-23,0,0,,,,,Richton Park,Illinois,60471,United States,1,
Y,347508846,2004,2547,$1 mil. - $5 mil.,333,25,94,23,10,Employees.10to19,0,0,7372,737,73;737;7372,513210,511210,51;513;5132;51321;513210;511;5112;51121;511210,Software,,Software,,software,,,Private,B2B,Yes,21-Aug-19,0,0,,,,,Houston,Texas,77054,United States,2,
Y,343557306,2002,6947,$5 mil. - $10 mil.,562,104,257,76,33,Employees.20to49,0,0,4899,489,48;489;4899,517919,517810,51;517;5178;51781;517810;5179;51791;517919,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,15669078,Private,,Yes,21-Aug-19,0,0,,,,,Chicago,Illinois,60606,United States,2,Yes
Y,355569639,2010,830,"$500,000 - $1 mil.",107,8,43,14,6,Employees.5to9,0,0,7812,781,78;781;7812,512110,51211,51;512;5121;51211;512110,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,,Private,B2B,Yes,21-Aug-19,0,0,,,,,Atlantic Highlands,New Jersey,7716,United States,6,
Y,346774408,1997,3288,$1 mil. - $5 mil.,266,49,121,48,17,Employees.10to19,0,0,7375,7374,73;737;7375;48;7374,541519,518210,51;517;5178;51781;517810;54;541;5415;54151;541519;5171;51711;518;5182;51821;518210;5179;51791;517911,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications;Media & Internet,"Internet Service Providers, Website Hosting & Internet-related Services;Data Collection & Internet Portals",telecom,telecom.internet,20447178,Private,B2B,Yes,21-Aug-19,0,0,,,,,London,Greater London,UB3 1HA,United Kingdom,2,
Y,347008324,1993,7105,$5 mil. - $10 mil.,575,106,262,71,31,Employees.20to49,0,40.9,4813,4812,48;481;4813;4812,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,8350307,Private,B2B,Yes,3-Apr-23,0,0,,,,,Sullivan,Illinois,61951,United States,3,
Y,354561884,1993,8200,$5 mil. - $10 mil.,664,123,303,53,23,Employees.20to49,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,12251305,Private,B2C,Yes,23-Aug-23,0,0,,,,,Jerseyville,Illinois,62052,United States,5,
Y,371626310,,25061,$25 mil. - $50 mil.,877,250,877,121,53,Employees.50to99,10.4,12.8,8221,822,92;82;822;8221,923130,611310,92;923;9231;92313;923130;922;9221;61;611;6113;61131;611310,Education,Colleges & Universities,Education;Government,Colleges & Universities;Local,education,education.university,13028116,Private,B2B,No,,0,0,,,,,Independence,Missouri,64053,United States,1,
