Current_Customer,CompanyID,Founded_Year,Company_HQ_Phone,Fax,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
N,50040045,1953,+46 107190000,+49 211 5341371,23477240,Over $5 bil.,1901656,352158,868657,225446,100000,Employees.10000plus,0,0,4899,4841,36;365;3651;366;3661;35;357;3578;3577;48;484;4841;483;4833;489;4899,517810,516210,42;423;4238;42383;423830;51;516;5162;51621;516210;33;334;3343;33431;334310;3341;33411;334118;517;5171;51711;3342;33422;334220;5178;51781;517810,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,37946,Public,B2B,Yes,21-Sep-23,1343376,150000,Debt,20-Dec-19,Nordic Investment Bank,European Investment Bank;AB Svensk Exportkredit;Nordic Investment Bank;Nordic Investment Bank;European Investment Bank;Cevian Capital,Stockholm,Stockholm,164 83,Sweden,17,
N,45992365,1939,(650) 857-1501,(650) 857-5518,54702000,Over $5 bil.,4430862,820530,2023974,130758,58000,Employees.10000plus,0,0,5045,5044,28;289;2893;50;504;5044;5045;35;355;3555;357;3575;3579;3571,423430,334111,33;333;3333;33331;333310;42;423;4234;42343;423430;334;3341;33411;334111;32;325;3259;32591;325910,Manufacturing,Computer Equipment & Peripherals,Manufacturing;Retail,Computer Equipment & Peripherals;Consumer Electronics & Computers Retail;Office Products Retail & Distribution,mfg,mfg.computers,736,Public,B2B,Yes,18-Sep-23,4800,4800,Stock Issuance/Offering,6-Nov-57,,,Palo Alto,California,94304,United States,26,
N,4128773,1863,+49 214301,(91)22 25455063,53194927,Over $5 bil.,4308789,797923,1968212,228532,101369,Employees.10000plus,0,0,8733,8731,87;873;8733;8731;28;283;2834;2833;2835,541714,325412,32;325;3254;32541;325412;54;541;5417;54171;541714,Manufacturing,Pharmaceuticals,Manufacturing;Business Services,Pharmaceuticals;Research & Development,mfg,mfg.pharmaceuticals,53058,Public,B2B,Yes,22-Aug-23,0,0,,,,,Leverkusen,Nordrhein-Westfalen,51373,Germany,32,
N,16220332,1908,(313) 667-1500,(815) 282-6156,160748997,Over $5 bil.,13020668,2411234,5947712,353950,157000,Employees.10000plus,0,0,5521,5511,34;342;3429;55;551;5511;37;371;3714;3711;552;5521;3713,441120,441110,33;336;3363;33632;336320;3361;33611;336110;44;441;4411;44111;441110;3362;33621;336211;44112;441120;336111,Manufacturing,Motor Vehicles,Manufacturing,Motor Vehicles;Automotive Parts,mfg,mfg.car,8286,Public,B2B,Yes,25-Sep-23,0,0,,,,,Detroit,Michigan,48265,United States,31,
N,65536388,1972,+49 6227747474,+49 6227 757575,30138186,Over $5 bil.,3948102,301381,1115112,247535,109798,Employees.10000plus,0,0,7389,7379,73;737;7372;7374;7379;738;7389,541519,518210,51;516;5162;51621;518;5182;51821;518210;54;541;5415;54151;541519;513;5132;51321;513210;511;5112;51121;511210,Software,Enterprise Resource Planning (ERP) Software,Software,Enterprise Resource Planning (ERP) Software,software,software.erp,4334,Public,B2B,Yes,21-Sep-23,0,0,,,,,Newtown Square,Pennsylvania,19073,United States,33,
N,11127417,1999,+44 1252373232,+44 1483 816144,24000821,Over $5 bil.,1848063,240008,1128038,204028,90500,Employees.10000plus,0,0,7374,3812,37;376;3764;36;369;3699;372;3728;362;3629;38;381;3812;73;737;7374,518210,336415,33;336;3364;33641;336413;334;3345;33451;334511;336415;335;3359;33599;335999;51;518;5182;51821;518210,Business Services,Management Consulting,Business Services,Management Consulting,bizservice,bizservice.consulting,73189,Public,B2B,Yes,14-Aug-23,0,0,,,,,St. Mark S Ward,Hampshire,GU14 6YU,United Kingdom,57,
N,89754756,1958,(949) 250-2500,(949) 250-2733,5382400,Over $5 bil.,705094,80736,199148,45180,17300,Employees.10000plus,0,0,8733,3845,38;384;3841;3845;37;372;3728;87;873;8733,541713,339113,33;334;3345;33451;334510;339;3391;33911;339113;339112;54;541;5417;54171;541713,Manufacturing,Medical Devices & Equipment,Manufacturing,Medical Devices & Equipment,mfg,mfg.medical,239703,Public,B2B,Yes,18-Sep-23,0,0,,,,,Irvine,California,92614,United States,16,
N,103841907,1935,(479) 290-4000,+81 3 3746 1808,53270000,Over $5 bil.,6498940,532700,1065400,391274,142000,Employees.10000plus,3.6,-5.8,5147,2099,75;751;20;209;2099;72;723;201;2013;2011;51;514;5147;203;2038,311615,311612,11;115;1152;11521;115210;31;311;3116;31161;311615;3111;31111;311119;311612;112;1123;11234;112340;3114;31141;311412,Manufacturing,Food & Beverage,Manufacturing,Food & Beverage,mfg,mfg.food,205689,Public,B2B,Yes,4-Sep-23,1801050,1800000,Debt,11-May-17,Rabo Corporate Investments;Bank of America;Merrill Lynch.;JPMorgan Chase,Rabo Corporate Investments;Bank of America;Merrill Lynch.;JPMorgan Chase,Springdale,Arkansas,72762,United States,115,
N,62014529,1996,+41 613241111,+41 61 324 78 26,51828000,Over $5 bil.,6323016,518280,1036560,229285,101703,Employees.10000plus,0,0,2835,2834,28;283;2833;2835;2834,325412,325411,32;325;3254;32541;325412;325411,Manufacturing,Pharmaceuticals,Manufacturing,Pharmaceuticals,mfg,mfg.pharmaceuticals,58763,Public,B2B,Yes,4-Sep-23,0,0,,,,,Basel,Basel-City,4056,Switzerland,23,
N,15794314,1928,,(763) 764-7384,19367200,Over $5 bil.,2362798,193672,387344,73270,32500,Employees.10000plus,7.3,6.2,2096,2064,20;203;2032;205;2052;2034;204;2043;209;2096;206;2064,311991,311919,31;311;3112;31123;311230;3119;31199;311991;3118;31182;311824;3114;31142;311423;31191;311919;31121;311211,Manufacturing,Food & Beverage,Manufacturing,Food & Beverage,mfg,mfg.food,89679,Public,B2B,Yes,3-Mar-23,0,0,,,,,Golden Valley,Minnesota,55426,United States,20,
N,2508566,1890,+49 8938000,(49)893499 41,124397263,Over $5 bil.,9702986,932979,5100287,350368,155411,Employees.10000plus,20.5,87.1,6799,6733,67;673;6733;63;631;6311;632;6321;633;6331;64;641;6411;679;6799,525990,524291,52;525;5259;52599;525990;524;5241;52411;524113;52413;524130;5242;52429;524291;523;5239;52394;523940,Insurance,,Insurance;Finance,Investment Banking,insurance,,65805,Public,B2B,Yes,14-Sep-23,0,0,,,,,Munich,Bavaria,80802,Germany,12,
N,136872493,2012,(832) 765-3010,(302) 636-5454,169990000,Over $5 bil.,8499500,1699900,4929710,29308,13000,Employees.10000plus,2.8,2.1,6719,4613,29;291;2911;299;2999;46;461;4613;13;131;1311;67;671;6719;33;331;3312,811192,551112,55;551;5511;55111;551112;32;324;3241;32411;324110;32419;324199;48;486;4869;48691;486910;21;211;2111;21112;211120;81;811;8111;81119;811192,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,602863,Public,B2B,Yes,26-Sep-23,1877775,1500000,Debt,31-Mar-23,Sumitomo Mitsui Banking Corporation;Mizuho Financial Group;Truist Securities;MUFG Bank;Goldman Sachs;TD Securities,Sumitomo Mitsui Banking Corporation;Mizuho Financial Group;Truist Securities;MUFG Bank;Goldman Sachs;TD Securities,Houston,Texas,77042,United States,16,
N,41320983,1901,(847) 315-2500,,135900000,Over $5 bil.,16579800,1359000,2718000,320751,225000,Employees.10000plus,0,0,5961,5912,59;591;5912;53;539;5399;51;512;5122;596;5961,456110,446110,45;456;4561;45611;456110;42;424;4242;42421;424210;44;446;4461;44611;446110,Retail,Drug Stores & Pharmacies,Retail,Drug Stores & Pharmacies,retail,retail.pharmacy,738,Private,B2B,Yes,12-Jun-23,0,0,,,,,Deerfield,Illinois,60015,United States,21,
N,17056593,1919,(281) 871-4000,,20297000,Over $5 bil.,1014850,202970,588613,101450,45000,Employees.10000plus,0,0,8748,8711,13;138;1381;1389;16;162;1629;87;874;8748;67;671;6719;871;8711,541330,333132,21;213;2131;21311;213112;54;541;5413;54133;541330;23;237;2379;23799;237990;213111;33;333;3331;33313;333132;2371;23712;237120,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,energy.services,95332,Public,B2B,Yes,26-Sep-23,0,0,,,,,Houston,Texas,77032,United States,52,
N,58804259,1981,+91 8028520261,(91)8028520362,17937000,Over $5 bil.,2349747,179370,627795,707935,314015,Employees.10000plus,0,0,8243,7379,73;737;7373;82;824;8243;7371;7379;7376,611420,541519,54;541;5415;54151;541511;61;611;6114;61142;611420;541513;51;513;5132;51321;513210;541512;541519,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,41668,Public,B2B,Yes,29-Aug-23,0,0,,,,,Wipro Limited,Karnataka,560100,India,43,
N,34687140,1939,(678) 259-9860,(650) 857-4837,29344000,Over $5 bil.,3579968,293440,586880,135718,60200,Employees.10000plus,0,0,7379,7376,50;504;5045;73;737;7372;7379;7376;7373;35;357;3571,541519,541512,51;518;5182;51821;518210;513;5132;51321;513210;42;423;4234;42343;423430;54;541;5415;54151;541512;541519;33;334;3341;33411;334111,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,9430,Public,B2B,Yes,20-Sep-23,0,0,,,,,Spring,Texas,77389,United States,30,
N,138102457,2001,(303) 325-2581,,125000000,Over $5 bil.,6250000,1250000,3625000,383322,120000,Employees.10000plus,0,0,6719,5172,51;517;5172;67;671;6719;49;22;229;2299;36;367;3679;32;321;3211,551112,334419,32;327;3272;32721;327211;325;3253;32531;325311;55;551;5511;55111;551112;31;313;3131;31311;313110;3252;32521;325211;33;334;3344;33441;334419,Holding Companies & Conglomerates,,Holding Companies & Conglomerates;Manufacturing;Minerals & Mining,Chemicals & Related Products;Electronics;Glass & Clay;Textiles & Apparel,conglomerate,,528704,Private,B2B,Yes,9-Aug-23,639878,52900,Unspecified,11-Mar-20,Undisclosed,Undisclosed;Undisclosed;Undisclosed;Undisclosed;Undisclosed;Undisclosed;Undisclosed;Undisclosed;Undisclosed;Undisclosed,Wichita,Kansas,67220,United States,8,
N,2953966,1980,(210) 345-2000,(210) 345-2646,176383000,Over $5 bil.,8819150,1763830,5115107,21965,9743,Employees.5000to9999,0,0,5541,5411,55;554;5541;28;281;2819;13;131;1311;46;461;4613;54;541;5411;4612;29;291;2911,486910,486210,48;486;4869;48691;486910;23;237;2371;23712;237120;42;424;4247;42472;424720;4862;48621;486210;4861;48611;486110;32;324;3241;32411;324110,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste;Manufacturing;Transportation",Oil & Gas Exploration & Services;Chemicals & Related Products;Freight & Logistics Services,energy,energy.services,120330,Public,B2B,Yes,14-Sep-23,345000,345000,Stock Issuance/Offering,10-Dec-13,,,San Antonio,Texas,78249,United States,42,
N,44534402,1897,(989) 636-1000,(989) 832-1456,56902000,Over $5 bil.,4609062,853530,2105374,85218,37800,Employees.10000plus,0,0,5169,2879,28;282;2821;286;2869;281;2819;287;2879;51;516;5169,424690,325998,32;325;3253;32532;325320;3252;32521;325211;3259;32599;325998;3251;32519;325199;42;424;4246;42469;424690,Manufacturing,Chemicals & Related Products,Manufacturing,Chemicals & Related Products,mfg,mfg.chemicals,94204,Public,B2B,Yes,26-Sep-23,0,0,,,,,Midland,Michigan,48674,United States,189,
N,14516709,1984,(262) 879-5000,+61 294092033,17737000,Over $5 bil.,1383486,133027,957798,92433,41000,Employees.10000plus,0,0,7389,7379,73;737;7371;7379;738;7389;60;609;6099;61;615;6153;7374,541511,522320,54;541;5415;54151;541511;52;522;5223;52232;522320;51;518;5182;51821;518210,Finance,Credit Cards & Transaction Processing,Finance,Credit Cards & Transaction Processing,finance,finance.creditcards,58708,Public,B2B,Yes,19-Sep-23,510000,510000,Private Equity,5-Dec-19,Motive Partners,Motive Partners,Brookfield,Wisconsin,53045,United States,41,
N,31342638,2000,+86 1000000000,(852)2126 2016,50015546,Over $5 bil.,4051259,750233,1850575,546700,242497,Employees.10000plus,1,5.7,7375,4899,48;481;4812;483;4833;73;737;7375;4813;489;4899;484;4841,517810,517311,51;517;5171;51711;517111;517112;5178;51781;517810;516;5161;51612;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless;Cable & Satellite,telecom,,76572,Public,B2B,Yes,20-Jun-22,0,0,,,,,Hong Kong,,,China,9,
N,1507503,1969,(408) 749-4000,(425) 378-9460,23601000,Over $5 bil.,1911681,354015,873237,56361,25000,Employees.10000plus,10.8,15.4,3699,3679,36;367;3674;369;3699;3679;35;357;3571,335999,334419,33;334;3344;33441;334413;335;3359;33599;335999;334419;3341;33411;334111,Manufacturing,Electronics,Manufacturing,Electronics,mfg,mfg.electronics,4931,Public,B2B,Yes,27-Jul-23,7875,7875,Stock Issuance/Offering,13-Sep-72,,,Santa Clara,California,95054,United States,19,
N,22315545,1917,(248) 447-1500,(248) 447-1524,20891500,Over $5 bil.,1692211,313372,772985,403365,168700,Employees.10000plus,-2.2,-5.1,3714,3711,23;239;2396;37;371;3714;3711;25;253;2531;36;367;3679;2399,336360,336340,33;336;3363;33634;336340;33632;336320;33636;336360,Manufacturing,Automotive Parts,Manufacturing,Automotive Parts,mfg,mfg.carparts,182088,Public,B2B,Yes,4-Sep-23,0,0,,,,,Southfield,Michigan,48033,United States,33,
N,57705757,1868,(212) 578-2211,(212) 578-3320,69898000,Over $5 bil.,5452044,524235,2865818,96941,43000,Employees.10000plus,0,0,6411,6324,63;632;6321;64;641;6411;631;6311;6324,524210,524114,52;524;5242;52421;524210;5241;52411;524113;524114,Insurance,,Insurance,,insurance,,14351,Public,B2B,Yes,22-Sep-23,287850,287850,Stock Issuance/Offering,4-Apr-00,,,New York City,New York,10166,United States,56,
N,122634324,2009,(415) 612-8582,,31877000,Over $5 bil.,4112133,318770,892556,73946,32800,Employees.10000plus,0,7.1,7389,7374,48;489;4899;41;411;4119;412;4121;73;738;7389;737;7371;7374;47;473;4731,541614,541511,48;485;4853;48531;485310;51;518;5182;51821;518210;54;541;5415;54151;541511;4859;48599;485999;5416;54161;541614,Transportation,"Rail, Bus & Taxi",Transportation;Business Services;Software,"Rail, Bus & Taxi;Management Consulting;Mobile App Development",transportation,transportation.railandbus,752,Public,B2B,Yes,25-Sep-23,36660970,900000,Debt,13-May-20,Undisclosed,"Barclays;Citi Group;Goldman Sachs Group Inc.;Morgan Stanley;Undisclosed;Undisclosed;Tata Capital;Letterone Holdings;Travis Kalanick;Garrett Camp;TPG;Benchmark Capital;Google Ventures;Undisclosed;Summit Partners;Fidelity;BlackRock Inc.;Google Ventures;Wellington Management;Kleiner Perkins;Menlo Ventures;Undisclosed;Undisclosed;TPG;Fidelity;Baidu;Steamboat Ventures;Wellington Management;Kleiner Perkins;Menlo Ventures;Dragoneer Investment Group;Steamboat Ventures;Didi Chuxing;SoftBank;Denso;Softbank;Toyota;Goldman Sachs;Goldman Sachs;Benchmark Capital;Jeff Bezos;Menlo Ventures;Saudi Arabia's Public Investment Fund;Microsoft;Bennett, Coleman & Co;TPG;Coatue Management;Altimeter Capital;Founder Collective;Garrett Camp;First Round Capital;Travis Kalanick;Lowercase Capital;First Round Capital;Benchmark Capital;Lowercase Capital;Founder Collective;Toyota",San Francisco,California,94158,United States,23,
N,344556665,2009,+31 102755500,+31 10 275 5589,50451000,Over $5 bil.,4086531,756765,1866687,43511,19300,Employees.10000plus,12.8,43.5,7389,3999,28;289;2899;73;738;7389;30;306;3069;39;399;3999;308;3084;3089,326199,326122,32;325;3259;32599;325998;326;3261;32619;326199;3251;32512;325120;32519;325199;32612;326122,Manufacturing,Chemicals & Related Products,Manufacturing,"Chemicals & Related Products;Plastic, Packaging & Containers",mfg,mfg.chemicals,323846,Public,B2B,Yes,14-Sep-23,0,0,,,,,Rotterdam,South Holland,3013 AA,Netherlands,128,
N,66421453,1966,,(914) 249-4206,23590000,Over $5 bil.,1734486,166777,1200798,67408,29900,Employees.10000plus,4.1,21.1,6162,6153,61;614;6141;60;602;6021;609;6099;615;6153;616;6162,523940,522390,52;522;5223;52232;522320;52239;522390;523;5239;52394;523940;5222;52221;522210,Finance,Credit Cards & Transaction Processing,Finance,Credit Cards & Transaction Processing,finance,finance.creditcards,54589,Public,B2B,Yes,3-Oct-23,2399315,2399315,Stock Issuance/Offering,24-May-06,,,Purchase,New York,10577,United States,88,
N,14946173,1931,(224) 948-1812,,15113000,Over $5 bil.,1979803,226695,559181,165327,60000,Employees.10000plus,0,0,3842,3841,38;384;3841;28;283;2835;2833;3842;382;3829,339113,339112,33;339;3391;33911;339113;339112,Manufacturing,Medical Devices & Equipment,Manufacturing,Medical Devices & Equipment,mfg,mfg.medical,97417,Public,B2B,Yes,12-Apr-23,0,0,,,,,Deerfield,Illinois,60015,United States,30,
N,9751686,1999,+44 2037495000,(44)1223 352 858,41487000,Over $5 bil.,5061414,414870,829740,187345,83100,Employees.10000plus,0,0,8733,8731,87;873;8733;28;283;2835;2834;2836;8731,541715,541714,32;325;3254;32541;325412;54;541;5417;54171;541715;541714;325414;325413,Manufacturing,Pharmaceuticals,Manufacturing;Business Services,Pharmaceuticals;Chemicals & Related Products;Research & Development,mfg,mfg.pharmaceuticals,88558,Public,B2B,Yes,15-Sep-23,1168000,168000,Other Financing Round,17-Mar-21,M&G plc;Vaccitech Limited;Oxford Sciences Enterprises;Gilead Sciences Inc,M&G plc;Vaccitech Limited;Oxford Sciences Enterprises;Gilead Sciences Inc;Barda Ltd,Cambridge,Cambridgeshire,CB2 0AA,United Kingdom,15,
N,21692686,1988,(262) 703-7000,(414) 355-1931,18098000,Over $5 bil.,2207956,180980,361960,218682,97000,Employees.10000plus,-2,-9.7,5961,5651,59;596;5961;56;565;5651;53;531;5311,458110,456120,45;458;4581;45811;458110;455;4551;45511;455110;456;4561;45612;456120;452;4522;45221;452210,Retail,"Department Stores, Shopping Centers & Superstores",Retail,"Department Stores, Shopping Centers & Superstores",retail,retail.departmentstore,573,Public,B2B,Yes,26-Sep-23,0,0,Stock Issuance/Offering,18-May-92,,,Menomonee Falls,Wisconsin,53051,United States,40,
N,524857,1949,(973) 974-5000,(973) 974-3334,16674200,Over $5 bil.,2184320,166742,616945,165327,60000,Employees.10000plus,0,0,7389,7379,73;737;7374;738;7389;7372;7379,541519,518210,51;518;5182;51821;518210;513;5132;51321;513210;516;5162;51621;54;541;5415;54151;541519,Software,Human Resources Software,Software,Human Resources Software,software,software.hr,549,Public,B2B,Yes,9-Jun-23,0,0,,,,,Roseland,New Jersey,7068,United States,168,
N,10814149,1837,,(309) 765-5671,51854000,Over $5 bil.,4200174,777810,1918598,185316,82200,Employees.10000plus,0,0,7359,6159,50;508;5083;61;615;6159;35;352;3523;52;525;5251;73;735;7359;6153,532490,522220,33;333;3331;33312;333120;53;532;5324;53249;532490;33311;333111;52;522;5222;52222;522220;42;423;4238;42382;423820;44;444;4441;44414;444140,Manufacturing,Industrial Machinery & Equipment,Manufacturing,Industrial Machinery & Equipment,mfg,mfg.industrialmachinery,8802,Public,B2B,Yes,14-Feb-23,0,0,,,,,Moline,Illinois,61265,United States,124,
N,41058369,1958,(650) 432-3200,(800) 847-2911,30187000,Over $5 bil.,2354586,226402,1630098,59743,26500,Employees.10000plus,5.7,5.7,6141,614,61;614;6141,522210,52221,52;522;5222;52221;522210,Finance,Credit Cards & Transaction Processing,Finance,Credit Cards & Transaction Processing,finance,finance.creditcards,,Public,B2B,Yes,23-Sep-23,17864000,0,Share Placement,12-Sep-16,TNB Financial Services,TNB Financial Services,San Francisco,California,94105,United States,17,
N,24576142,1891,(908) 740-4000,(908) 798-7082,59283000,Over $5 bil.,7232526,592830,1185660,153303,68000,Employees.10000plus,1.5,1.5,2834,2833,28;283;2834;2833,325412,325411,32;325;3254;32541;325412;325411,Manufacturing,Pharmaceuticals,Manufacturing,Pharmaceuticals,mfg,mfg.pharmaceuticals,57853,Public,B2B,Yes,22-Sep-23,20187000,5000000,Debt,5-Mar-19,Undisclosed,Undisclosed;Undisclosed;Undisclosed;Undisclosed;Undisclosed;Undisclosed,Rahway,New Jersey,7065,United States,88,
N,74203899,1987,(508) 390-1000,(508) 390-2828,49936000,Over $5 bil.,6092192,499360,998720,766517,340000,Employees.10000plus,0.6,-1,5651,5311,53;531;5311;56;565;5651,458110,455110,45;455;4551;45511;455110;458;4581;45811;458110;44;448;4481;44814;448140,Retail,"Department Stores, Shopping Centers & Superstores",Retail,"Department Stores, Shopping Centers & Superstores;Apparel & Accessories Retail",retail,retail.departmentstore,3066,Public,B2B,Yes,26-Sep-23,0,0,,,,,Framingham,Massachusetts,1701,United States,13,
